@relation spectrometer-weka.filters.unsupervised.instance.RemovePercentage-P20.0-weka.filters.unsupervised.instance.RemovePercentage-P80.0

@attribute LRS-name {12043-6225,12063-6259,12073-6233,12148-6741,12216-6218,12226+0102,12230-5943,12233-5920,12247-5842,12274-7647,12277+0441,12283-5650,12298-5754,12319-6728,12377-6102,12379-4959,12380+5607,12384-4536,12394-4338,12421-6217,12427+4542,12447+0425,12454-6659,12462-6418,12506-6004,12530+0340,12540-6845,12559-6041,12563-6100,13001+0527,13022-7650,13064-6103,13136-4426,13141-6119,13170-5404,13172+4547,13203-5536,13208-6027,13283-5839,13328-6244,13343-5807,13350-7221,13368-4941,13371-6249,13379-5426,13442-6109,13462-2807,13465-3412,13477-6532,13482-6716,13509-6348,13517-6515,13527-6117,13557-6442,13572-6347,13581-5930,14003-7633,14020-3515,14030-4629,14068-6158,14086-2839,14086-6907,14119-6453,14122-6133,14129-5940,14133+1925,14159-6038,14182-6144,14216-6152,14247+0454,14251-6256,14277+3904,14280-2952,14286-5905,14301-5734,14337-6215,14359-6037,14371+3245,14390+3147,14437+1520,14453-4920,14455-3625,14465-6000,14484-6152,14508+7421,14531-5337,14550-1214,14562-5406,14567+6607,14567-5846,14582-5926,14591-4438,15011-2505,15023-6916,15082-4808,15084-5702,15099-5509,15107-5726,15148-4940,15186-3604,15186-5730,15193+1429,15193+3132,15214-2244,15219-7545,15223-0203,15225-5605,15226-3603,15255+1944,15269-4400,15287-5811,15290-5546,15311-5538,15314+7847,15323-4920,15332-6430,15341+1515,15356-6722,15361+2441,15373-5308,15402-5449,15408-5413,15410-0133,15468-5018,15483+1517,15483-5514,15492+4837,15509-5207,15530-5201,15566+3609,15568-4513,15569-6135,15576-5400,16011+4722,16011-5424,16029-3041,16030-5156,16031-4856,16064-4200,16066-4427,16077-5830,16079-4812,16081+2511,16105-4205,16117-0334,16127-7834,16133-5151,16156-5613,16171-4759,16175-6120,16192-4900,16208-2215,16218-4701,16219-5048,16222-4738,16229-4947,16235+1900,16260+3454,16263-5533,16269+4159,16270-5213,16279-4709,16280-4154,16296-4417,16306+7223,16316-5026,16327-4848,16328-4656,16334-3107,16337-4525,16340-4634,16387-2700,16396-4429,16407-5639,16418+5459,16433-6856,16438-1133,16446-4243,16451-4312,16460-4022,16473+5753,16478-4322,16490-4618,16494-1252,16498-4143,16534-3030,16541-4901,16545-4214,16546-4057,16559-2557,16571-7548,16581-4058,16586-4142,16589-3315,16598-4117,17001-3651,17010-4323,17025-4719,17047-5650,17048-1601,17049-2440,17050-4123,17066-4028,17079-3243,17080-3215,17081+6422,17102-1031,17103-0559,17103-3551,17103-3702,17104-3146,17105-3746,17109-3942,17115-3322,17119+0859,17122-2707,17123+1107,17125-4814,17139+0446,17139-3746,17162-1934,17174-4641,17187-3750,17190+2658,17199-3512,17201-4613,17213-2219,17217-3916,17237-3102,17239-2812,17265-0725,17297+1747,17309-1724,17315-3414,17317-3331,17318-2342,17319-6234,17328-3327,17334+1537,17341-3453,17343+1052,17361+5746,17375-3652,17381-3442,17382-1704,17387-4343,17389-2045,17389-5742,17398-4344,17433-2523,17434-3414,17443-2519,17446-7809,17462-8647,17479-2927,17484-0800,17488-2800,17504-0234,17505-3143,17508-3419,17513-2313,17534-3030,17540-1919,17541+1110,17554+5129,17556+5813,17570-3713,17579+2335,17581-1744,18018-2802,18027-2314,18039-0813,18040-0941,18041-3317,18057-2616,18076+3445,18076-1034,18083-2630,18092-0437,18095+2704,18135-1456,18135-1740,18136-1859,18142-3646,18156-0653,18157+1757,18162-0246,18176-1848,18177-2951,18186+3143,18213+0335,18222+3933,18230+0544,18239-0655,18240+2326,18257-1000,18267-0606,18273-0738,18276+8236,18276-4717,18280-5639,18281+2149,18301-0656,18303-0519,18306+3657,18314-1131,18316-0602,18320-0352,18325-1138,18333+0533,18349+1023,18359+0847,18367-0452,18373-0021,18378-3731,18397+1738,18398-0220,18401+2854,18413+1354,18414-0527,18421+1147,18429-1721,18450-0922,18451-0824,18464-0656,18467-4802,18475+0926,18476+0555,18527+3650,18530+0817,18531+0016,18535+0726,18537-1035,18550+0130,18551+0323,18551+1345,18556+0811,18560+0638,19007-2247,19007-3826,19008+0726,19017-0545,19029+0808,19032-4602,19042-4858,19043+1009,19059-2219,19075+0921,19093-3256,19099+6711,19135+0931,19143-5032,19157-1706,19161+2343,19178-2620,19188-1603,19192+0922,19194+1734,19229+1708,19232+5008,19240+3615,19247-1722,19282+2253,19283+1944,19287+4602,19296+4331,19314-1629,19321+2757,19324+3033,19327+3024,19352+2030,19354+5005,19361-1658,19396+1637,19412+0337,19422+3506,19451+1824,19472+2127,19474-0744,19480+2447,19495+0835,19500-1709,19503+2219,19510-5919,19528-2919,19536+3237,19537+2212,19548+3035,19550-0201,19575-5930,19585+5200,19586+3637,19594+4047,19595-2751,20010+3011,20015+3019,20024+3330,20028+3910,20038-2722,20042-4241,20052+0554,20072+3116,20075-6005,20094-1121,20111-4708,20113+4917,20124+6605,20135-7152,20161-1600,20165+3413,20171+3519,20193+3527,20194+3646,20200+3624,20215+6243,20248+7505,20248-2825,20253+3814,20255+4054,20267+2105,20275+4001,20297+3221,20310+4029,20318+3829,20340+5338,20350+3741,20356+1805,20365+1154,20396+4757,20403+3700,20417-0500,20431+1754,20435+3825,20440-0105,20479+0554,20484-7202,20491+4236,20502+4709,20529+3013,20532+5554,20541-6549,20549+5245,20570+2714,21003+4801,21032-0024,21035+5136,21044-1637,21069-3843,21086+5238,21088+6817,21190+5140,21206-4054,21243-6943,21245+6221,21270+7135,21286+1055,21305+2118,21312+5405,21318+5631,21320+3850,21341+4508,21368-3812,21373+4540,21377+5042,21377-0200,21383+4513,21389+5405,21399+3516,21401+7354,21417+0938,21449+4950,21453-4708,21456+6422,21489+5301,21543-1421,21552+6323,21554+6204,21558+5907,21563+5630,22017+2806,22035+3506,22091+5757,22097+5647,22142-8454,22150-6030,22165+4331,22177+5936,22190-0751,22196-4612,22212+5542,22230-4841,22231-4529,22241+6005,22264+5858,22267-4400,22272+5435,22280+1250,22282+5644,22303+5950,22306+5510,22317+5838,22345+5809,22456+5453,22476+4047,22512+6100,22516+0838,22518+6600,22525-2952,22526+8446,22540-5740,22585+6402,23000+5932,23013+2748,23095+5925,23134-7031,23138+6204,23151+5912,23166+1655,23202+5901,23213-4521,23284+5958,23309+2213,23320+4316,23365+5159,23416+6130,23439+5412,23491+6243,23496+6131,23528+4821,23541+7031,23564-5651}
@attribute LRS-class {2,3,4,5,12,13,14,15,16,17,18,21,22,23,24,25,26,27,28,29,31,32,33,34,35,36,37,38,39,41,42,43,44,45,50,69,71,72,73,79,80,81,82,85,91,92,95,96}
@attribute ID-type {0,2,3,4}
@attribute Right-Ascension numeric
@attribute Declination numeric
@attribute Scale_Factor numeric
@attribute Blue_base_1 numeric
@attribute Blue_base_2 numeric
@attribute Red_base_1 numeric
@attribute Red_base_2 numeric
@attribute blue-band-flux_1 numeric
@attribute blue-band-flux_2 numeric
@attribute blue-band-flux_3 numeric
@attribute blue-band-flux_4 numeric
@attribute blue-band-flux_5 numeric
@attribute blue-band-flux_6 numeric
@attribute blue-band-flux_7 numeric
@attribute blue-band-flux_8 numeric
@attribute blue-band-flux_9 numeric
@attribute blue-band-flux_10 numeric
@attribute blue-band-flux_11 numeric
@attribute blue-band-flux_12 numeric
@attribute blue-band-flux_13 numeric
@attribute blue-band-flux_14 numeric
@attribute blue-band-flux_15 numeric
@attribute blue-band-flux_16 numeric
@attribute blue-band-flux_17 numeric
@attribute blue-band-flux_18 numeric
@attribute blue-band-flux_19 numeric
@attribute blue-band-flux_20 numeric
@attribute blue-band-flux_21 numeric
@attribute blue-band-flux_22 numeric
@attribute blue-band-flux_23 numeric
@attribute blue-band-flux_24 numeric
@attribute blue-band-flux_25 numeric
@attribute blue-band-flux_26 numeric
@attribute blue-band-flux_27 numeric
@attribute blue-band-flux_28 numeric
@attribute blue-band-flux_29 numeric
@attribute blue-band-flux_30 numeric
@attribute blue-band-flux_31 numeric
@attribute blue-band-flux_32 numeric
@attribute blue-band-flux_33 numeric
@attribute blue-band-flux_34 numeric
@attribute blue-band-flux_35 numeric
@attribute blue-band-flux_36 numeric
@attribute blue-band-flux_37 numeric
@attribute blue-band-flux_38 numeric
@attribute blue-band-flux_39 numeric
@attribute blue-band-flux_40 numeric
@attribute blue-band-flux_41 numeric
@attribute blue-band-flux_42 numeric
@attribute blue-band-flux_43 numeric
@attribute blue-band-flux_44 numeric
@attribute red-band-flux_1 numeric
@attribute red-band-flux_2 numeric
@attribute red-band-flux_3 numeric
@attribute red-band-flux_4 numeric
@attribute red-band-flux_5 numeric
@attribute red-band-flux_6 numeric
@attribute red-band-flux_7 numeric
@attribute red-band-flux_8 numeric
@attribute red-band-flux_9 numeric
@attribute red-band-flux_10 numeric
@attribute red-band-flux_11 numeric
@attribute red-band-flux_12 numeric
@attribute red-band-flux_13 numeric
@attribute red-band-flux_14 numeric
@attribute red-band-flux_15 numeric
@attribute red-band-flux_16 numeric
@attribute red-band-flux_17 numeric
@attribute red-band-flux_18 numeric
@attribute red-band-flux_19 numeric
@attribute red-band-flux_20 numeric
@attribute red-band-flux_21 numeric
@attribute red-band-flux_22 numeric
@attribute red-band-flux_23 numeric
@attribute red-band-flux_24 numeric
@attribute red-band-flux_25 numeric
@attribute red-band-flux_26 numeric
@attribute red-band-flux_27 numeric
@attribute red-band-flux_28 numeric
@attribute red-band-flux_29 numeric
@attribute red-band-flux_30 numeric
@attribute red-band-flux_31 numeric
@attribute red-band-flux_32 numeric
@attribute red-band-flux_33 numeric
@attribute red-band-flux_34 numeric
@attribute red-band-flux_35 numeric
@attribute red-band-flux_36 numeric
@attribute red-band-flux_37 numeric
@attribute red-band-flux_38 numeric
@attribute red-band-flux_39 numeric
@attribute red-band-flux_40 numeric
@attribute red-band-flux_41 numeric
@attribute red-band-flux_42 numeric
@attribute red-band-flux_43 numeric
@attribute red-band-flux_44 numeric
@attribute red-band-flux_45 numeric
@attribute red-band-flux_46 numeric
@attribute red-band-flux_47 numeric
@attribute red-band-flux_48 numeric
@attribute red-band-flux_49 numeric

@data
21044-1637,27,4,21.075,-16.623,0,228,303,193,200,11195.533,11187.991,10812.723,10484.662,10299.452,10092.735,9851.033,10075.499,10360.627,10810.147,11329.757,12284.537,13018.41,13112.398,12827.854,12202.496,12036.555,11381.608,10664.713,9943.798,9528.717,8934.478,8546.379,8042.4395,7569.504,7128.917,6742.235,6280.127,5827.4634,5602.4897,5187.5776,4806.3594,4418.418,4295.8867,4096.5767,3899.9753,3819.2424,3637.4836,3443.6104,3548.825,3458.7075,3173.2585,3115.494,2971.5198,9650.5,8350.164,7133.3657,6083.6274,5125.5054,4166.045,3679.4536,3225.2021,3071.3794,2662.9436,2435.0364,2349.9363,2200.1753,2119.1257,2063.6768,2036.5225,1978.3867,1953.9341,1983.3723,1996.6475,1933.1359,2024.5538,1926.0211,1920.447,1917.5698,1808.2671,1818.8665,1708.2212,1652.8129,1600.1011,1577.0293,1500.0719,1402.9088,1412.175,1253.0449,1145.1094,1217.6989,1139.4048,1105.5695,1029.9728,1016.3483,936.7131,904.2307,859.62506,858.13074,821.61084,789.13367,748.5746,659.518
21069-3843,29,3,21.116,-38.722,0,430,481,242,299,6503.898,6424.131,6704.9614,7294.2583,8338.268,9240.405,9864.557,10992.646,11774.689,12820.295,13673.342,13821.229,13806.959,13510.35,13011.039,12378.528,12300.626,11576.927,11009.63,10491.581,10040.157,9762.507,8979.517,8554.197,8182.468,7764.4146,7140.756,6541.725,6155.5625,5701.3555,5200.8223,4885.645,4315.627,4156.8545,3799.7131,3698.8796,3360.5803,3033.8743,2905.5532,2955.3472,2750.298,2797.2107,2629.825,2544.9834,9350.257,8674.313,7449.6646,6365.554,5033.9077,4094.7407,3358.3574,2884.1223,2551.845,2425.2354,2220.4795,2162.016,2131.1055,2068.3772,2040.4366,2090.7236,2057.0574,2158.0876,2306.9312,2297.9697,2297.7222,2340.9404,2265.446,2271.0632,2208.6462,2264.9878,2069.3953,2112.7449,2044.6165,1992.4348,1922.8942,1775.1776,1704.223,1669.4844,1597.1127,1424.8428,1492.9578,1400.3574,1391.756,1364.343,1274.678,1269.0107,1261.9073,1137.527,1091.3507,1098.7623,1072.8802,1093.3453,971.91534
21086+5238,14,4,21.144,52.646,0,1033,1107,592,632,14427.335,13507.214,13277.36,12126.769,11274.568,10882.0205,10231.503,9995.476,9744.98,9115.564,9194.123,8716.368,8603.101,8412.462,8310.548,8107.071,7835.8936,7895.329,7629.044,7777.2266,7706.118,7360.888,7233.3843,7094.6133,6928.4507,6622.0093,6855.813,6678.421,6317.2065,6017.291,6018.9507,6131.8965,5882.0215,5686.991,5429.0815,5371.153,5345.4893,5250.498,5005.546,4992.825,4673.719,4965.8066,5138.5723,4680.8184,7293.99,6975.873,6888.4297,6494.655,6378.3057,5526.66,5223.3496,4905.572,4536.231,3966.9658,3712.196,3505.8384,3075.359,3117.4055,2786.966,2463.005,2664.7793,2574.6956,2004.0759,2110.7756,1861.1083,2032.3524,1835.9402,1933.0413,1749.5654,1641.8989,1680.996,1645.9282,1478.6417,1480.6936,1595.6418,1392.9186,1403.0739,1363.25,1208.9429,1277.1875,1203.534,1187.9456,1127.2147,1122.9354,1100.9274,799.9472,868.2648,1009.15924,1069.432,858.7948,904.57135,922.9418,586.54535
21088+6817,15,4,21.148,68.287,0,68,90,44,54,18493.066,16919.62,15797.099,14665.282,13999.297,13141.419,12220.207,11757.368,11171.571,10541.071,10182.617,10027.27,9788.089,9293.655,8862.584,8509.778,8361.94,8133.9917,7838.9756,7441.4907,7278.782,7170.1157,6932.893,6759.028,6482.693,6394.552,6200.2114,5996.5625,5819.005,5695.4873,5475.0874,5345.9917,5101.381,4983.4756,4792.908,4742.09,4663.327,4523.083,4520.722,4510.914,4344.598,4245.3623,4116.319,3942.5625,7441.356,6898.563,6374.422,5865.2056,5411.903,4979.1113,4652.5386,4320.3887,3958.4395,3592.7747,3256.9324,2984.4502,2734.3354,2564.349,2379.4648,2256.0752,2145.7356,2013.044,1906.4445,1816.6201,1743.571,1650.032,1586.3104,1490.9188,1442.1134,1380.2699,1365.0121,1293.8616,1252.5273,1186.9749,1225.7681,1197.4882,1098.409,1066.4102,1008.32935,952.11523,957.3911,888.1408,807.7141,822.31555,771.7065,734.1429,711.48804,692.5624,660.59656,619.3171,570.5871,551.6714,536.4844
21190+5140,82,3,21.318,51.678,0,1323,1174,574,892,2780.6,3094.022,2655.7537,2492.8352,2563.5713,2609.994,2644.7188,2628.9546,2788.6724,2552.6528,2797.6152,2748.6782,2941.1816,3373.1873,2756.7822,2953.048,3030.9592,3414.3298,3259.4197,3273.2256,3431.5044,3429.7366,3535.5889,3863.505,3973.1846,3948.037,3761.8757,3540.7766,3527.1987,3558.21,3490.2786,3269.097,3037.2275,3298.0059,3115.5613,3076.6306,3879.4844,4202.2607,3950.8916,3668.4705,3385.065,2917.3794,2844.3945,3059.431,3526.414,3586.4639,3723.4646,3478.6624,3346.6365,3660.012,3549.8074,3470.8547,3407.6138,3487.1238,3423.2732,3903.6528,3936.1272,4338.2466,5045.021,5509.471,6039.987,6143.9,6568.9307,7215.184,7139.0215,7346.141,7747.314,7801.3804,7920.506,8100.81,8267.613,8684.702,8870.079,8395.078,8310.978,8175.539,8361.176,8478.983,8118.7275,8014.559,8514.641,8074.053,8122.306,8440.215,8506.989,8167.458,8131.525,8405.978,8458.383,8444.886,8184.124,8162.948,7169.083
21206-4054,29,4,21.344,-40.916,0,1080,1106,432,451,7486.839,7894.9263,7991.229,8441.668,8899.962,9615.243,10357.18,11044.291,11706.349,12728.803,12793.905,13454.436,13955.156,12602.266,12363.439,11562.113,11233.996,10934.092,10145.328,10052.2705,9426.481,8861.808,8610.52,8085.033,7943.4414,7247.1787,6787.523,6213.4907,5854.1274,5549.612,5212.1973,4708.6987,4264.747,3969.655,3959.7405,3437.46,3769.1362,3624.4844,3385.824,3239.6145,2872.4788,3119.5657,2890.3237,2687.723,9621.871,8593.052,7194.479,6067.008,4890.9897,3998.6018,3364.7725,3182.2266,2891.5847,2677.738,2542.252,2444.3872,2363.7725,2297.274,2284.062,2263.0283,2257.6748,2242.9314,2137.319,2332.5583,2314.7112,2301.574,2222.636,2142.1396,2133.7278,2225.6045,2195.2712,1954.983,1877.6576,1873.9823,1943.9568,1893.2872,1662.4323,1791.9663,1625.3647,1504.2081,1563.2485,1496.9432,1367.9677,1395.6849,1354.464,1317.9485,1330.0106,1257.4652,1267.9689,1128.0558,1053.9556,1028.4329,1142.3663
21243-6943,18,2,21.405,-69.724,0,432,383,149,162,24724.941,23096.492,21145.355,19416.11,17689.383,16850.434,15268.127,14127.107,13306.072,12337.881,11534.827,10914.979,10289.932,9773.246,9444.934,8843.013,8186.8584,7966.8525,7630.677,7178.331,6780.159,6498.105,6391.5283,6057.8086,5827.302,5560.6426,5368.8086,5238.8955,5098.642,4875.7783,4601.2783,4300.9517,4279.348,4082.2246,3923.8008,3809.2358,3697.2373,3709.108,3558.3674,3273.403,3120.0532,3330.601,3179.8064,2892.21,7069.4263,6327.6367,5516.1987,4895.7827,4414.766,4220.2607,3762.526,3253.1958,3203.292,2761.108,2553.807,2251.0293,2095.3809,2182.3552,1902.8525,1646.5922,1733.6079,1503.1826,1365.682,1501.7715,1328.16,1244.8915,1179.6992,1060.317,1126.7705,1043.5391,949.99194,920.9762,899.71106,754.56885,895.91656,737.8836,796.65546,747.0348,697.42035,572.96497,580.1428,607.9739,659.03894,596.5484,441.1497,574.8199,483.95444,395.67477,472.57904,453.99368,548.9734,424.57867,462.7865
21245+6221,29,4,21.409,62.356,0,879,887,496,530,6076.621,5881.0703,5541.7065,5352.225,5589.668,5936.1167,5891.9854,6701.6963,7720.329,8869.162,10049.789,11440.853,12656.308,13276.805,13800.417,13333.943,13311.046,12743.147,12019.322,11518.041,11012.221,9970.483,9546.419,9381.232,8772.477,8074.402,7588.276,7155.137,6712.9175,6247.991,5722.5107,5527.061,4971.3057,4712.276,4324.5664,3989.844,4074.4731,3913.852,3520.092,3453.3354,3435.0247,3490.8958,3169.808,3124.2505,10417.758,9704.596,8170.9575,6812.9824,5532.2627,4486.2393,3818.7278,3329.8923,3083.3125,2661.1523,2612.953,2473.947,2289.5493,2362.538,2326.5483,2254.2468,2260.6875,2506.3433,2667.2388,2514.776,2654.5105,2685.2607,2600.97,2652.9446,2485.418,2408.7383,2509.197,2325.0562,2251.442,2156.6438,2083.0513,2035.2057,1920.7594,1766.9612,1585.923,1591.1027,1640.1946,1618.1422,1485.5844,1421.1595,1427.8959,1330.1813,1230.9603,1296.7615,1217.2357,1278.5094,1162.6641,1108.895,1180.7854
21270+7135,29,4,21.451,71.598,0,832,870,334,409,7229.25,7428.414,7293.2427,7184.043,7576.4204,8056.738,8718.675,9389.279,10508.129,11464.14,12359.636,12847.281,13185.053,12921.847,12612.536,12225.414,11675.446,11062.076,10790.29,10384.482,10251.079,9695.404,9198.831,8488.965,8107.7095,7945.5303,7221.28,6876.0825,6507.833,5981.057,5674.7974,5155.242,4934.03,4571.584,4310.0313,4194.05,4024.749,3898.692,3784.1702,3415.998,3550.822,3345.5205,3388.1165,3071.851,10456.568,8895.168,7599.073,6434.2373,5413.622,4640.988,3969.3206,3583.094,3274.7625,2897.3174,2715.9407,2668.6553,2516.2124,2297.5237,2238.8584,2458.3967,2223.9878,2029.9747,2114.1572,2175.3167,2132.7417,2013.8147,2040.4836,2091.6843,2004.5555,1928.9847,1759.76,1793.7755,1826.3752,1667.3145,1643.7524,1503.4725,1379.0691,1541.491,1471.8947,1356.198,1475.4417,1509.671,1229.73,1098.2526,1121.0039,1018.3844,1008.0198,1004.87695,980.13055,988.5474,835.56036,676.82227,789.04913
21286+1055,26,4,21.477,10.933,0,545,399,188,295,9160.13,9062.425,9159.095,9087.767,8989.778,8822.854,9154.73,9455.13,9798.947,10339.593,10875.351,11366.358,11469.569,11508.707,11266.352,10749.754,10520.596,10090.884,9795.211,9181.815,9092.622,8853.614,8409.222,8007.078,7724.4844,7580.7754,6964.7373,6683.265,6384.858,5866.581,5484.7734,5239.4385,4875.7026,4743.8647,4597.512,4501.8687,4321.6504,4097.9253,3897.133,3965.6865,3697.2102,3845.4512,3663.9106,3548.788,9039.113,8174.9727,7178.1,6279.1978,5413.0254,4702.782,4274.083,3919.1584,3582.434,3365.3735,3086.7808,2947.1675,2713.3992,2640.346,2523.8628,2487.157,2396.144,2382.4878,2386.995,2377.0518,2280.1785,2381.4448,2340.2136,2302.643,2312.216,2153.9207,2101.9546,1995.663,1969.125,1999.3881,1940.2916,1755.5969,1690.5145,1693.0999,1554.382,1525.6084,1434.0458,1377.535,1352.4524,1462.6775,1287.8518,1116.6698,1175.0127,1169.3544,1068.2876,1066.2887,1001.4943,914.9741,804.31116
